y x1 x2
0.961316072099286 0.957792497240007 0
0.374825993091982 0.0793511599767953 0
0.443919607794054 0.631653852527961 1
-0.574250637634593 0.265180439921096 1
0.853356341607579 0.968428697902709 0
-0.0064300204941119 0.212800001259893 1
-0.334178332786496 0.439904511440545 1
0.28007470833057 0.255395819200203 0
0.335577095526739 0.264359781518579 0
0.672048174190422 0.364551243139431 0
0.857161954861623 0.724113549571484 0
0.326652317606567 0.668268580688164 1
0.537138452111922 0.906064108246937 1
-0.129339970093069 0.144708359614015 1
0.855502113628438 0.954281714744866 0
0.579086380194174 0.65551873925142 0
0.578103136768448 0.786745386198163 0
0.772406207378717 0.727008488727733 0
0.448845098043538 0.260176495183259 0
0.943949152309375 0.839477185625583 0
0.358557882279264 0.666473288321868 1
-0.423886606947005 0.26097152614966 1
0.599263388661019 0.880547550972551 1
0.720244642560516 0.744858650723472 0
0.0295935287174884 0.0541386476252228 0
-0.669751228856632 0.102188188116997 1
0.24686932109571 0.227385912323371 0
0.401516806476758 0.754388246685266 1
1.26604348504397 0.979187619639561 0
0.063055523573443 0.410884068114683 1
0.26443018635213 0.0492852434981614 0
-0.0152909289988883 0.211237055016682 0
-0.48189949646488 0.184032979886979 1
-0.359024819440518 0.162445587804541 1
0.680106263609356 0.486865940969437 0
0.403216775940765 0.350651118671522 0
0.360175759298402 0.22909654583782 0
0.795165290131264 0.575168819632381 0
-0.226416675332803 0.260809376602992 1
1.24393055688554 0.998895551543683 0
-0.0924286256952669 0.500343224965036 1
0.0759881048703878 0.654353331541643 1
0.421692368671497 0.225364901591092 0
-0.00223147883858721 0.740182585082948 1
0.0148999093135938 0.637451521353796 1
-0.196959097974547 0.38278615870513 1
0.064342143070413 0.861489840084687 1
0.861663128536434 0.627684375504032 0
0.912382840706331 0.846940741641447 0
0.389489355387141 0.50714959949255 0
0.183602951590934 0.377556668128818 0
-0.457255770933843 0.133843007497489 1
0.728964622935105 0.620145251275972 0
0.194391111977943 0.957929831929505 1
0.138411947363711 0.279993068426847 0
-0.0804765707700621 0.539365095086396 1
0.0687987259969258 0.471262098755687 1
0.542783503405632 0.632482730783522 0
-0.0897369011443591 0.400355810998008 0
0.0998821586604258 0.949865210568532 1
0.888379653653543 0.993804020807147 1
0.215451856995602 0.45769223687239 1
0.754224040861305 0.861173824639991 0
0.205734079399427 0.211104393238202 0
0.242955925273773 0.45360107626766 1
0.227188441936552 0.257164871087298 0
-0.00306320061252185 0.464584301691502 0
-0.199925919062296 0.0859179676044732 1
0.444650380890876 0.573453832417727 0
0.680515074599956 0.893746280577034 0
0.11760177763667 0.506655554519966 1
0.632150247347211 0.743184143211693 1
0.646825541020293 0.765838456572965 0
0.125442284123781 0.409693645080552 0
0.68108036330154 0.90615145303309 0
0.679255645370641 0.573428381467238 0
0.148388957892279 0.708694414934143 1
0.655604101269592 0.946640717796981 1
0.20180681804254 0.299889120506123 0
-0.343729076316951 0.25120438542217 1
0.295206665828158 0.684271143050864 1
0.0878139250944523 0.277188586769626 0
-0.229719280909181 0.528776870341972 1
0.393914321466018 0.976235310547054 1
-0.0606898028198354 0.148523828247562 0
-0.395300085666474 0.418663118267432 1
-0.445856626066684 0.264723119558766 1
-0.21727914818027 0.245320587884635 1
0.805870305505989 0.853412839351222 0
-0.0560984549500856 0.172340374672785 1
0.413014253388002 0.571079388726503 1
0.561113626392364 0.918259902857244 1
0.290553899687575 0.330849528312683 0
0.0375836423859928 0.564283131621778 1
0.119120194784248 0.231111135100946 0
0.48360437007522 0.151432014536113 0
0.767082665546114 0.591685890918598 0
-0.150277712613247 0.571621468523517 1
0.479454094008151 0.622582086594775 0
-0.137949322162432 0.527876904932782 1
